,1. open,2. high,3. low,4. close,5. volume,increase_decrease,up_down,movement(%),MACD_Hist,MACD,MACD_Signal,SlowK,SlowD,RSI,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Upper Band,Real Lower Band,Chaikin A/D,OBV,sentiment_avg_30,"coun_neg, 30","coun_neu, 30","coun_pos, 30",sentiment_avg_60,"coun_neg, 60","coun_neu, 60","coun_pos, 60",sentiment_avg_120,"coun_neg, 120","coun_neu, 120","coun_pos, 120",sentiment_night_before_avg,"count_neg, night_before","count_neu, night_before","count_pos, night_before",sentiment_morning_avg,"count_neg, morning","count_neu, morning","count_pos, morning",day,day compound avg,day positive avg,day negative avg,day neutral avg,two day neutral avg,two day positive avg,two day negative avg,two day compound avg,two day wired compound avg,two day nbc-news compound avg,two day abc-news compound avg,two day reuters compound avg,two day business-insider compound avg,two day the-new-york-times compound avg,two day techcrunch compound avg,two day wired neg avg,two day nbc-news neg avg,two day abc-news neg avg,two day reuters neg avg,two day business-insider neg avg,two day the-new-york-times neg avg,two day techcrunch neg avg,two day wired pos avg,two day nbc-news pos avg,two day abc-news pos avg,two day reuters pos avg,two day business-insider pos avg,two day the-new-york-times pos avg,two day techcrunch pos avg,two day wired neu avg,two day nbc-news neu avg,two day abc-news neu avg,two day reuters neu avg,two day business-insider neu avg,two day the-new-york-times neu avg,two day techcrunch neu avg,one day wired compound avg,one day nbc-news compound avg,one day abc-news compound avg,one day reuters compound avg,one day business-insider compound avg,one day the-new-york-times compound avg,one day techcrunch compound avg,one day wired neg avg,one day nbc-news neg avg,one day abc-news neg avg,one day reuters neg avg,one day business-insider neg avg,one day the-new-york-times neg avg,one day techcrunch neg avg,one day wired pos avg,one day nbc-news pos avg,one day abc-news pos avg,one day reuters pos avg,one day business-insider pos avg,one day the-new-york-times pos avg,one day techcrunch pos avg,one day wired neu avg,one day nbc-news neu avg,one day abc-news neu avg,one day reuters neu avg,one day business-insider neu avg,one day the-new-york-times neu avg,one day techcrunch neu avg,company
2018-08-24 09:30:00,173.615,174.16,172.93,173.23,2305318,-0.3850000000000193,0,-0.22,-0.1556,0.0477,0.2032,10.5158,12.1002,31.3701,35.4933,-21.1838,0.0,75.0,173.38,174.1221,172.6378,-62787066.1668,-46772482.0,0.035427723259477774,22.41666666666667,29.83333333333333,27.83333333333333,0.03791832349573048,20.700757575757574,28.40151515151515,26.219696969696965,0.027197425495271453,20.325520833333336,27.088541666666664,24.432291666666664,0.025446920980926425,487,761,587,0.043306223175965684,120,183,163,2018-08-24,-0.9825,0.087,0.096,0.8170000000000001,0.8546875,0.0775625,0.0678125,0.16644062499999998,0.9963,-0.2886666666666667,-0.2993166666666667,0.30255000000000004,0.07756666666666666,0.1407,0.7528,0.0595,0.06466666666666666,0.09300000000000001,0.06316666666666666,0.05466666666666668,0.0776,0.051,0.09,0.05633333333333334,0.068,0.06766666666666668,0.08016666666666668,0.0902,0.09675,0.8505,0.8786666666666667,0.8390000000000001,0.8694999999999999,0.8651666666666668,0.8324,0.8522500000000001,0.5682,-0.2886666666666667,-0.10255000000000004,0.4726050000000001,0.4486047619047619,-0.9825,0.8709399999999999,0.067,0.06466666666666666,0.08408333333333334,0.05538333333333333,0.04883333333333334,0.096,0.0387,0.07825,0.05633333333333334,0.08583333333333333,0.06513333333333335,0.08029761904761905,0.087,0.099175,0.85475,0.8786666666666667,0.8299999999999998,0.8796499999999999,0.8710119047619049,0.8170000000000001,0.862225,Facebook
2018-08-24 10:00:00,173.2,174.0836,173.2,174.06,1300299,0.8600000000000136,1,0.49,-0.1073,0.0691,0.1764,37.1704,19.8981,62.6167,27.6632,88.9973,0.0,50.0,173.4125,174.253,172.572,-61556241.5916,-45472183.0,0.10026595744680852,11.0,22.0,14.0,0.03791832349573048,20.700757575757574,28.40151515151515,26.219696969696965,0.027197425495271453,20.325520833333336,27.088541666666664,24.432291666666664,0.025446920980926425,487,761,587,0.043306223175965684,120,183,163,2018-08-24,-0.9825,0.087,0.096,0.8170000000000001,0.8546875,0.0775625,0.0678125,0.16644062499999998,0.9963,-0.2886666666666667,-0.2993166666666667,0.30255000000000004,0.07756666666666666,0.1407,0.7528,0.0595,0.06466666666666666,0.09300000000000001,0.06316666666666666,0.05466666666666668,0.0776,0.051,0.09,0.05633333333333334,0.068,0.06766666666666668,0.08016666666666668,0.0902,0.09675,0.8505,0.8786666666666667,0.8390000000000001,0.8694999999999999,0.8651666666666668,0.8324,0.8522500000000001,0.5682,-0.2886666666666667,-0.10255000000000004,0.4726050000000001,0.4486047619047619,-0.9825,0.8709399999999999,0.067,0.06466666666666666,0.08408333333333334,0.05538333333333333,0.04883333333333334,0.096,0.0387,0.07825,0.05633333333333334,0.08583333333333333,0.06513333333333335,0.08029761904761905,0.087,0.099175,0.85475,0.8786666666666667,0.8299999999999998,0.8796499999999999,0.8710119047619049,0.8170000000000001,0.862225,Facebook
2018-08-24 10:30:00,174.09900000000002,174.7584,173.99,174.45,1409841,0.3509999999999991,1,0.2,-0.0481,0.1163,0.1644,63.6489,37.1117,70.9134,30.9636,116.3069,100.0,25.0,173.6625,174.9,172.425,-61278125.6927,-44062342.0,-0.049443243243243264,13.0,12.0,12.0,0.06784684035314315,16.708333333333336,25.916666666666664,20.916666666666664,0.027197425495271453,20.325520833333336,27.088541666666664,24.432291666666664,0.025446920980926425,487,761,587,0.043306223175965684,120,183,163,2018-08-24,-0.9825,0.087,0.096,0.8170000000000001,0.8546875,0.0775625,0.0678125,0.16644062499999998,0.9963,-0.2886666666666667,-0.2993166666666667,0.30255000000000004,0.07756666666666666,0.1407,0.7528,0.0595,0.06466666666666666,0.09300000000000001,0.06316666666666666,0.05466666666666668,0.0776,0.051,0.09,0.05633333333333334,0.068,0.06766666666666668,0.08016666666666668,0.0902,0.09675,0.8505,0.8786666666666667,0.8390000000000001,0.8694999999999999,0.8651666666666668,0.8324,0.8522500000000001,0.5682,-0.2886666666666667,-0.10255000000000004,0.4726050000000001,0.4486047619047619,-0.9825,0.8709399999999999,0.067,0.06466666666666666,0.08408333333333334,0.05538333333333333,0.04883333333333334,0.096,0.0387,0.07825,0.05633333333333334,0.08583333333333333,0.06513333333333335,0.08029761904761905,0.087,0.099175,0.85475,0.8786666666666667,0.8299999999999998,0.8796499999999999,0.8710119047619049,0.8170000000000001,0.862225,Facebook
2018-08-24 11:00:00,174.46,174.57,174.0,174.26,923714,-0.20000000000001705,0,-0.11,-0.0221,0.1367,0.1589,80.2369,60.3521,61.9782,33.4389,55.4128,75.0,0.0,174.0,174.9309,173.0691,-61359181.8674,-44986056.0,0.026784745762711868,17.0,19.0,23.0,0.02541135710178263,12.000000000000002,17.0,12.999999999999998,0.027197425495271453,20.325520833333336,27.088541666666664,24.432291666666664,0.025446920980926425,487,761,587,0.043306223175965684,120,183,163,2018-08-24,-0.9825,0.087,0.096,0.8170000000000001,0.8546875,0.0775625,0.0678125,0.16644062499999998,0.9963,-0.2886666666666667,-0.2993166666666667,0.30255000000000004,0.07756666666666666,0.1407,0.7528,0.0595,0.06466666666666666,0.09300000000000001,0.06316666666666666,0.05466666666666668,0.0776,0.051,0.09,0.05633333333333334,0.068,0.06766666666666668,0.08016666666666668,0.0902,0.09675,0.8505,0.8786666666666667,0.8390000000000001,0.8694999999999999,0.8651666666666668,0.8324,0.8522500000000001,0.5682,-0.2886666666666667,-0.10255000000000004,0.4726050000000001,0.4486047619047619,-0.9825,0.8709399999999999,0.067,0.06466666666666666,0.08408333333333334,0.05538333333333333,0.04883333333333334,0.096,0.0387,0.07825,0.05633333333333334,0.08583333333333333,0.06513333333333335,0.08029761904761905,0.087,0.099175,0.85475,0.8786666666666667,0.8299999999999998,0.8796499999999999,0.8710119047619049,0.8170000000000001,0.862225,Facebook
2018-08-24 11:30:00,174.2715,174.435,174.03,174.27,671200,-0.0014999999999929516,0,-0.0,-0.0055,0.152,0.1575,77.1498,73.6785,62.3118,35.2953,23.4681,50.0,0.0,174.26,174.53599999999997,173.984,-61234864.9678,-44314856.0,-0.007878431372549016,15.0,19.0,17.0,-0.011329248740265696,15.0,15.5,17.5,0.028258795806438725,15.854166666666668,20.70833333333333,19.20833333333333,0.025446920980926425,487,761,587,0.043306223175965684,120,183,163,2018-08-24,-0.9825,0.087,0.096,0.8170000000000001,0.8546875,0.0775625,0.0678125,0.16644062499999998,0.9963,-0.2886666666666667,-0.2993166666666667,0.30255000000000004,0.07756666666666666,0.1407,0.7528,0.0595,0.06466666666666666,0.09300000000000001,0.06316666666666666,0.05466666666666668,0.0776,0.051,0.09,0.05633333333333334,0.068,0.06766666666666668,0.08016666666666668,0.0902,0.09675,0.8505,0.8786666666666667,0.8390000000000001,0.8694999999999999,0.8651666666666668,0.8324,0.8522500000000001,0.5682,-0.2886666666666667,-0.10255000000000004,0.4726050000000001,0.4486047619047619,-0.9825,0.8709399999999999,0.067,0.06466666666666666,0.08408333333333334,0.05538333333333333,0.04883333333333334,0.096,0.0387,0.07825,0.05633333333333334,0.08583333333333333,0.06513333333333335,0.08029761904761905,0.087,0.099175,0.85475,0.8786666666666667,0.8299999999999998,0.8796499999999999,0.8710119047619049,0.8170000000000001,0.862225,Facebook
2018-08-24 12:00:00,174.26,174.31,173.97,174.0,509128,-0.2599999999999909,0,-0.15,-0.0134,0.1407,0.1541,66.2589,74.5485,47.3665,33.7468,-126.5307,25.0,0.0,174.245,174.5658,173.9242,-61654149.5392,-44823984.0,0.058451612903225814,16.0,19.0,27.0,0.009453157195081423,16.0,19.0,20.0,0.01743225714843203,14.0,18.0,16.5,0.025446920980926425,487,761,587,0.043306223175965684,120,183,163,2018-08-24,-0.9725,0.0615,0.094,0.8440000000000001,0.8551818181818179,0.0763030303030303,0.06854545454545455,0.13223030303030306,0.9963,-0.2886666666666667,-0.2993166666666667,0.12182857142857142,0.07756666666666666,0.1407,0.7528,0.0595,0.06466666666666666,0.09300000000000001,0.06728571428571427,0.05466666666666668,0.0776,0.051,0.09,0.05633333333333334,0.068,0.06314285714285714,0.08016666666666668,0.0902,0.09675,0.8505,0.8786666666666667,0.8390000000000001,0.8697142857142856,0.8651666666666668,0.8324,0.8522500000000001,0.5682,-0.2886666666666667,-0.10255000000000004,-0.9625,0.4486047619047619,-0.9825,0.8709399999999999,0.067,0.06466666666666666,0.08408333333333334,0.092,0.04883333333333334,0.096,0.0387,0.07825,0.05633333333333334,0.08583333333333333,0.036000000000000004,0.08029761904761905,0.087,0.099175,0.85475,0.8786666666666667,0.8299999999999998,0.871,0.8710119047619049,0.8170000000000001,0.862225,Facebook
2018-08-24 12:30:00,173.99,174.0056,173.69,173.75,648572,-0.2400000000000091,0,-0.14,-0.0351,0.1103,0.1454,43.4128,62.2738,36.5453,29.071,-127.1499,0.0,100.0,174.07,174.4983,173.6417,-62056124.3227,-45472556.0,-0.01429126213592234,32.0,44.0,27.0,0.02528659076533839,15.5,19.0,22.0,0.0069786710125363536,15.25,17.25,19.75,0.025446920980926425,487,761,587,0.043306223175965684,120,183,163,2018-08-24,-0.9691666666666668,0.053,0.09333333333333334,0.8530000000000001,0.8556470588235293,0.07511764705882354,0.06923529411764708,0.10003235294117646,0.9963,-0.2886666666666667,-0.2993166666666667,-0.013712499999999987,0.07756666666666666,0.1407,0.7528,0.0595,0.06466666666666666,0.09300000000000001,0.070375,0.05466666666666668,0.0776,0.051,0.09,0.05633333333333334,0.068,0.05975000000000001,0.08016666666666668,0.0902,0.09675,0.8505,0.8786666666666667,0.8390000000000001,0.869875,0.8651666666666668,0.8324,0.8522500000000001,0.5682,-0.2886666666666667,-0.10255000000000004,-0.9625,0.4486047619047619,-0.9825,0.8709399999999999,0.067,0.06466666666666666,0.08408333333333334,0.092,0.04883333333333334,0.096,0.0387,0.07825,0.05633333333333334,0.08583333333333333,0.036000000000000004,0.08029761904761905,0.087,0.099175,0.85475,0.8786666666666667,0.8299999999999998,0.871,0.8710119047619049,0.8170000000000001,0.862225,Facebook
2018-08-24 13:00:00,173.76,174.0177,173.58,173.9841,640508,0.22410000000002128,1,0.13,-0.0332,0.1039,0.1371,32.5893,47.4203,50.628,28.7904,-57.53,0.0,100.0,174.00099999999995,174.3693,173.6327,-61513953.3347,-44832048.0,0.05484878048780485,22.0,35.0,25.0,0.022080175383651732,24.0,31.5,27.0,0.01576666628936658,20.0,25.25,23.5,0.025446920980926425,487,761,587,0.043306223175965684,120,183,163,2018-08-24,-0.9728,0.054000000000000006,0.10774999999999996,0.83775,0.8538285714285715,0.0746,0.07157142857142858,0.06906857142857142,0.9963,-0.2886666666666667,-0.3970857142857143,-0.013712499999999987,0.07756666666666666,0.1407,0.7528,0.0595,0.06466666666666666,0.1012857142857143,0.070375,0.05466666666666668,0.0776,0.051,0.09,0.05633333333333334,0.06642857142857142,0.05975000000000001,0.08016666666666668,0.0902,0.09675,0.8505,0.8786666666666667,0.8322857142857144,0.869875,0.8651666666666668,0.8324,0.8522500000000001,0.5682,-0.2886666666666667,-0.9837,-0.9625,0.4486047619047619,-0.9825,0.8709399999999999,0.067,0.06466666666666666,0.151,0.092,0.04883333333333334,0.096,0.0387,0.07825,0.05633333333333334,0.057,0.036000000000000004,0.08029761904761905,0.087,0.099175,0.85475,0.8786666666666667,0.792,0.871,0.8710119047619049,0.8170000000000001,0.862225,Facebook
2018-08-24 13:30:00,173.99,173.99,173.65,173.755,558066,-0.23500000000001364,0,-0.14,-0.0461,0.0794,0.1255,22.3006,32.7676,39.2591,28.58,-61.9014,0.0,75.0,173.8723,174.1121,173.6324,-61727307.2014,-45390114.0,0.036390625,27.0,33.0,36.0,0.02027875917594125,27.0,39.5,26.0,0.022782674970639828,21.25,29.25,24.0,0.025446920980926425,487,761,587,0.043306223175965684,120,183,163,2018-08-24,-0.57924,0.06359999999999999,0.0966,0.8394,0.8536111111111111,0.07536111111111111,0.07102777777777779,0.09478888888888888,0.9963,-0.2886666666666667,-0.3970857142857143,-0.013712499999999987,0.07756666666666666,0.2830833333333333,0.7528,0.0595,0.06466666666666666,0.1012857142857143,0.070375,0.05466666666666668,0.07333333333333332,0.051,0.09,0.05633333333333334,0.06642857142857142,0.05975000000000001,0.08016666666666668,0.09216666666666667,0.09675,0.8505,0.8786666666666667,0.8322857142857144,0.869875,0.8651666666666668,0.8346666666666667,0.8522500000000001,0.5682,-0.2886666666666667,-0.9837,-0.9625,0.4486047619047619,0.006249999999999978,0.8709399999999999,0.067,0.06466666666666666,0.151,0.092,0.04883333333333334,0.07400000000000001,0.0387,0.07825,0.05633333333333334,0.057,0.036000000000000004,0.08029761904761905,0.0945,0.099175,0.85475,0.8786666666666667,0.792,0.871,0.8710119047619049,0.8315,0.862225,Facebook
2018-08-24 14:00:00,173.73,174.27,173.66,174.2537,608161,0.5237000000000194,1,0.3,-0.0211,0.0991,0.1202,51.191,35.3603,63.2262,27.4785,133.3333,0.0,50.0,173.9357,174.3487,173.5227,-61151671.1077,-44781953.0,0.04791869158878504,29.0,42.0,36.0,0.04561970274390242,24.5,34.0,30.5,0.03384993906377708,24.25,32.75,28.75,0.025446920980926425,487,761,587,0.043306223175965684,120,183,163,2018-08-24,-0.57924,0.06359999999999999,0.0966,0.8394,0.8536111111111111,0.07536111111111111,0.07102777777777779,0.09478888888888888,0.9963,-0.2886666666666667,-0.3970857142857143,-0.013712499999999987,0.07756666666666666,0.2830833333333333,0.7528,0.0595,0.06466666666666666,0.1012857142857143,0.070375,0.05466666666666668,0.07333333333333332,0.051,0.09,0.05633333333333334,0.06642857142857142,0.05975000000000001,0.08016666666666668,0.09216666666666667,0.09675,0.8505,0.8786666666666667,0.8322857142857144,0.869875,0.8651666666666668,0.8346666666666667,0.8522500000000001,0.5682,-0.2886666666666667,-0.9837,-0.9625,0.4486047619047619,0.006249999999999978,0.8709399999999999,0.067,0.06466666666666666,0.151,0.092,0.04883333333333334,0.07400000000000001,0.0387,0.07825,0.05633333333333334,0.057,0.036000000000000004,0.08029761904761905,0.0945,0.099175,0.85475,0.8786666666666667,0.792,0.871,0.8710119047619049,0.8315,0.862225,Facebook
